[4869131253,eau de V,123.27145774010823]
[806910882097696768,🇮🇷🇪🇸🇪🇸🇮🇷,0.46938794455601934]
[1057398105585389568,David Walker,0.4693193032477597]
[747177270024998912,The Best Free 18+ Dating,0.468905537040365]
[714843280756834304,Zainabia Channel official,0.46887401039576143]
[32366249,Amy Stewart Hale,0.4687043021242413]
[1002751810291916800,ehe,0.4685206589274744]
[1008771027332161536,ʕ•ᴥ•ʔ🌹,0.46849256408073325]
[2759469612,Cynthia Dusenbery,0.4681879083213011]
[140251261,Xicano,0.46793381106946863]
[908721721238261761,Mme Bailey,0.46777642031426636]
[1390405910,𝐚𝐥𝐥𝐢 𝟓𝟑,0.46765685451241495]
[2151811640,bucs fans mx,0.46758278067916387]
[951200676167766016,The Identity Tampa Bay,0.4675806680909458]
[1615935493,Viktor. SoftaOfta,0.4673851507534935]
[4025786189,Capitan Yisus,0.46730074270131944]
[933704296759115777,Micah G. Catacutan🎓,0.46710844267006596]
[209902007,Coach M.Patterson,0.4669756388295515]
[3301997832,iv.,0.46687923606322185]
[727470790518657025,ReadingRocks,0.466589085854549]
[2961366251,Samantha,0.46656690714597626]
[94186314,abigail!,0.466519969386433]
[469625080,Alice Rose,0.46646167111098835]
[327188732,Dom,0.46626626312930064]
[3166311931,のんびりポタリング,0.46618038029942044]
[1077971708,Emma Berman,0.46577360154941777]
[1099877163300380672,Disa Sahfa,0.4656127155201197]
[1622793536,R🌸,0.46559997633458233]
[1616481374,Heather Fleming,0.4655815046849335]
[121372044,NS online,0.4655553055811424]
[1081399563490074624,shakthi,0.4651760810641485]
[911082726358368256,robin rush,0.46487832881519153]
[232444956,Varo,0.46471161395550903]
[70196367,Oberon | The Chimera Queen,0.46461541960433284]
[299485058,Daniel RuizCarrascal,0.46447434544484606]
[87796350,KT,0.46428483017262384]
[794354,Elnaris,0.46413327586028713]
[2214743984,gilmaaaaaaaa,0.46388218603157494]
[481348188,произошол троллинг,0.4636353834595696]
[2835551761,Ten Toes Down,0.4634910985204416]
[2203387184,Graciloo 🌸,0.46348030122547285]
[841075809993535489,sophia isabel,0.46329573438796257]
[3287206309,Ja'Kayla💜,0.4631969533148465]
[1161958052,𝕁𝕠𝕕𝕚 𝕄𝕒𝕤𝕤𝕒📌,0.46307917355047995]
[1063273358463303682,BentheYak,0.46290341238600463]
[1022754132,Owings Brothers Cont,0.46265983600303157]
[2888229389,m,0.46250441015774574]
[5847232,s a m 🍂,0.46246165674675066]
[2785885826,claire,0.46221228562576455]
[335331797,Urmet K,0.4619204039768278]
[161706830,The Urban Cup,0.4618146857041427]
[2868596258,عىن,0.4616308419209685]
[2892359509,Denpasoft,0.4614790626977067]
[1059498170886078465,Anna Avery,0.4610828955656853]
[1075085936197799937,swinging is fundamental,0.46095325423627065]
[31443174,Samuel Parish, Jr.,0.4608032702882765]
[3227136933,josee,0.46068746801413596]
[1271659207,BIZORLANDO.COM,0.4605051356985578]
[528062986,lulu limón,0.46024226176970656]
[392961071,Christophe Pacohil,0.46022220826664717]
[118442683,PG Meppel,0.4601512695291826]
[1004936470354788354,soph,0.46014137496838137]
[722081174823243777,tall mymble,0.4601109991375889]
[429344693,🅰️🅱️,0.45981443518883963]
[16136933,Rogue 👨‍🏫,0.4596836353990966]
[475298492,Stad en Landen,0.4595818063732654]
[400155527,®¥๏ü&ʍ€ 🌐,0.4592633389209315]
[890418900088885248,🌸↫𝕪𝕒𝕪𝕪𝕚𝕖↬🌸,0.45886473983876036]
[1036378935905333248,MasterLillyclaw,0.45883822999765045]
[243375655,hairweavekilla.,0.4584482684112664]
[446524805,D. Baker,0.4583088076153701]
[934694746152415232,Sheffield,0.45825883742608675]
[3245669662,yiyi,0.45804901418583205]
[466191248,mifow-A,0.4579756100323182]
[1097912168543068160,Ibad Ullah,0.45797114432515545]
[235843813,Oona Mosna,0.45758754587170547]
[964372231106174977,🌱neuro🌱,0.45749990895810655]
[153489863,Sen. Jason Rapert,0.45720019678448776]
[1088460409491734528,God save the Queen,0.4568135607427868]
[1967649350,mikalah,0.4566899999714823]
[1046072428026384389,‏‎أنا لم أصوت لصالحه,0.45666785331916276]
[340542223,the bad guy,0.4564276357264861]
[2903139357,Jass♌,0.45604241972319237]
[1070267350144806913,Bocah Sosmed,0.45588320654670983]
[293148089,gewoon ding,0.4557279115173297]
[738258565203427333,Horny Pussy Girls (+18),0.4553434638868783]
[727486207559507968,Rollsbowleo,0.4549506496007755]
[3002167067,lisa fix,0.454805980450337]
[941809498267770883,sʜᴀɴᴇ ᴡᴀʟsʜ,0.45479217075493805]
[891894350703194113,Roeser Homes, LLC,0.4546743923215172]
[1055888343114887168,mansoor niazi,0.45456781876820634]
[775899675937439748,money,0.4544375870989736]
[453539197,Jaelyn Foster,0.45429255007570746]
[457841379,Leslie Scott-Lysan,0.4542707419375066]
[3846054447,DestiniCarmichael,0.4540566964643873]
[41823783,Mary Taggart,0.4536765000792778]
[63746403,Aike van der Ploeg,0.4534748440421177]
[457258867,Jason Fray,0.45347077935912383]
[3018025214,4043793245,0.45340206538546013]
[2894615161,_,0.45319063881245764]
[2483980508,Varron Attrri,0.4531404699443047]
[1099319561625759745,Nic (Nicole),0.4530231638350901]
[740297110004719616,..,0.45285498854388656]
[23402318,Dale Mom,0.4525821897522302]
[2873304047,alex furbyboy,0.45244970895036685]
[1387995955,Chloe Reynolds,0.45239989541208075]
[296023918,MarkyMarc 🤪,0.4523099331096295]
[257942410,Shane Cormie,0.4520382170232121]
[426402737,l e x i e 🖤,0.4518747889685673]
[3677865553,jacy,0.4516623035256042]
[4347670813,☔ ✿Aiko✿ ☔,0.45153178801888455]
[84927631,MO,0.45149655260943966]
[219604660,Miranda Meijer,0.4513111875516568]
[2168827300,Diane,0.45116894180909134]
[804824941715718144,ACNI Writing,0.4511218229458863]
[903204225550872576,honorary human,0.4509787256360755]
[1089801836796829696,Mark Roche Photography,0.45074776963847624]
[916728184917364741,Marisa Flores💜,0.45037439080838887]
[315394640,水無 灯里味方,0.45026012797102655]
[18505194,Susanna Reppert,0.450211207374736]
[2391321235,SioMay "NARUTO",0.4501998413434114]
[92417670,Maybe:,0.45004935901650567]
[2926875391,💕 anie 💕 my son my life 💕,0.4498389986221364]
[301190867,.,0.449710376722788]
[2911308590,Average Joe 🥶💰,0.4495721699517562]
[1053704115816153088,ㅤㅤㅤ,0.44942388031851077]
[40865975,Plan Sponsor Council of America  (PSCA),0.44937513661070655]
[622742090,superficially artificial,0.44935528960390414]
[1062628306053414912,countryboysub,0.44920121131205926]
[456235060,danyer fabian,0.4491984176055406]
[373505488,RCLS,0.4489356392276083]
[3430014633,me cago en mis muertos,0.44867058916710006]
[2826571764,Margaux ✨,0.4485768239792392]
[2357943050,ganta v o i d,0.44842886676140864]
[1099871778279542785,Hanggi Putri,0.4482321310855931]
[16586626,Liz & Chanelle,0.44822947290174564]
[2423413817,Im baby,0.44817698487420776]
[1601143752,串韦弗,0.44813441920548797]
[42239401,Coganuts,0.4478614090149063]
[527565928,Alison Millin,0.4477030102783952]
[819214722880929792,erica,0.4475619580689292]
[821862860292849664,⚡️☭A•A•A☭⚡️,0.4474153272473917]
[876134977603346432,Open Mind Therapy,0.4473360877847603]
[46474188,Mazi Okechukwu de 5%,0.4472443749959515]
[980484120433246209,PrismaticPerry,0.4471127318895819]
[193286230,Carla Benton,0.44696981926155455]
[125808517,Alikoto,0.4467087218583017]
[761483096994811904,Gnes Dnevne Novice,0.44665648257839435]
[45046870,Donnie J. Sackey,0.44636040779773345]
[1110970501743034370,The Ripper 🗡️,0.44635816969008446]
[327305388,SalonSpa FifthAvenue,0.4463436704644184]
[1109864686848081920,Umesh Ghugtyal,0.4460837967856731]
[1086992565554028545,brittdl,0.44603301355400293]
[1065446765615304704,Marcos FS Bikes,0.4457737393051766]
[866021487777632257,just one cornetto,0.44570115038214814]
[281757204,tyla❣,0.44541084781070867]
[4882440268,mohamed fouad,0.4451334597651856]
[27340806,NPH,0.4450485987695705]
[781990124183838720,vai malandra,0.4448637757583127]
[44954005,tara costello.,0.4448637757583127]
[2938155070,𝓢𝓮𝓻𝓴𝓪𝓷 𝓐𝔂𝓰𝓾̈𝓷,0.4448221021388467]
[4902145749,Bandy Rubio,0.44477247259502267]
[2511393561,lex,0.44462179454455536]
[1089563738729000962,gisa; boy with luv☆,0.44451572741141104]
[2890058027,🦋,0.4443727399351186]
[1160368382,La Boîte à SAndRine,0.44426225157136634]
[3295010877,ian mcdowell,0.4442269644743502]
[1123792188,M 💫,0.4438836458812887]
[600588625,🌹shayshay 🌹,0.44382822686755236]
[2881816192,αℓεxαndrα♕,0.44357329542248203]
[19461584,Lindsay Bacher,0.4435242862291763]
[864759084,rose bhai 🌹,0.4434519631605006]
[240006982,benny jalamelo,0.4433964818631435]
[2694179487,dokīra🐐,0.443269931649974]
[16685535,Heather Ezell,0.4431184955784114]
[1209105888,Jake from State Farm,0.4428649155181593]
[81689230,𝐍𝐞𝐥𝐢𝐬𝐬𝐚,0.4426591751184237]
[933847401735098368,The Beauty of Planet Earth,0.44258339834686206]
[2385195164,SGCT,0.44250949873937523]
[1113154785887350784,irmvriee🍉,0.44222352100699636]
[1115680588789215232,jachal hudgens,0.4421547022768985]
[58941053,Jordan Winery,0.44206756131030006]
[15428457,Montana State Bobcats,0.44197161356851905]
[3399243755,WELWYN,0.441924532883468]
[209227892,I love football,0.4417185281087758]
[771927025,Northfield Square,0.44161858058307085]
[252706739,South University,0.4412661608607285]
[479199802,Daye Coluca,0.44119254035261296]
[962376974617411584,H,0.44101608479267645]
[533778831,Vícho kiry,0.44085732829109925]
[3267400639,mia,0.440664805629784]
[97065191,chris greene,0.4403141349692445]
[826518849105358848,FortWorthSOONER #dawgpound AKA The Rooster,0.4402398426166855]
[2248823660,吊る 🐕,0.43999977495154496]
[1078913590059520000,moxy,0.43996407118871955]
[1083483381512364032,alexa ; ᵂᴬᴱᴺᴳ,0.4398433858076192]
[458105844,Cameron Laine Parker,0.43961461267170865]
[4722487500,itskinleebitchhh,0.4393731602291282]
[2771882303,Steve Southard,0.43937174112082017]
[1068598248963809282,Natalie Esarey,0.4392657578075226]
[2693627426,annabella,0.4389175049912567]
[1022246573189865473,bitch 𝔴𝔥𝔞𝔱 𝔱𝔥𝔢 𝔣𝔲𝔠𝔨,0.43890476444139015]
[497347618,TheModel,0.43888658620988336]
[2541885847,Map_and_Moon,0.43883194306809126]
[788960682217582592,kait•lyn,0.43874661611370974]
[143225212,Peter Lichota,0.4387017959771273]
[930586612135874560,Ashlee🖖👽,0.43860173075366604]
[49399120,Alexis,0.43847719101007004]
[4374239387,محمد العزيبي,0.4383492207635843]
[460005800,sara,0.4383011149146953]
[211337962,anselmoS,0.43825497484700954]
[553133939,Doodle,0.4379088151412734]
[2730907907,katelyn,0.43776068904367377]
[911930410589966336,hanaハナ │ D-54,0.4376810811282992]
[2677320008,DC Bilingual PCS,0.43766504557552677]
[379403148,Anders Björkman,0.4375493038588635]
[109003770,Cumali,0.43750378807635576]
[949267297373446144,JOGG-Vlaardingen,0.43708763422183683]
[919235377239601153,Ahmed Ibrahim,0.4369612992526104]
[996087844660707329,Hade. STRAY KIDS 1ST WIN,0.4367977645329793]
[2709092067,Elizabeth,0.43625272664371073]
[1011701725,𝒍𝒂𝒚𝒍𝒂,0.43554665128286857]
[806058536417390592,리자 아멜리아,0.4355266238684541]
[2616568783,시파,0.43536689548431606]
[2547331411,tiff,0.434844352224411]
[1671917047,💎,0.43484305963686115]
[969554878853885952,ฟ🌟,0.43439178609048906]
[3069720430,Teignmouth_RNLI,0.43435197540248666]
[2442454947,des,0.4341910021901475]
[179966149,Ted Seifried,0.4340102242190498]
[3306480297,Mister Knark,0.433974472979504]
[559896420,Jose Paulino Santos,0.4336690578579498]
[887425885657346048,🌙,0.43353211444553524]
[1717573874,💆🏿‍♀️Goddess On The Mend💆🏿‍♀️,0.43349357967901686]
[4188558466,ÉDUCATION22,0.43343013707004285]
[355037320,Lalito Ramos,0.4334001360711993]
[969274938132606976,Tony,0.43329366041095707]
[813848138058498048,F•N•C//Happy Jonghyun Day👼🏻❤️,0.43295399995639067]
[18566956,zoneil,0.43261491860365614]
[2888136415,beware,0.43258866137544333]
[2168920051,kiki,0.43256818321614526]
[1017819073063870464,🌌,0.43248115540632465]
[211884993,Bram🏍,0.43228892787410633]
[485305708,HoneyBeeBri ✨,0.4322300273282165]
[48247395,𝐞𝐫𝐢𝐤𝐚 𝐚𝐚𝐫𝐨𝐧,0.4320961544649373]
[1057697251420762112,shan,0.43189244638729274]
[320467806,my salsa,0.4317804866631235]
[3718463777,.DGOD.,0.4317585733115618]
[30041272,Mirjam,0.4316560854374182]
[89666844,Georgie McHlaodi,0.4315234340605885]
[27417834,Sarah,0.4313704535365463]
[1972143349,Morgan🇯🇲,0.4311873317391416]
[876151290480525312,Fred Nothers,0.4309755913054237]
[1013083882277699585,⚡️🌸 april, & a flower, my love🌺🌺🌺🌺,0.4309705135309768]
[1019286016870494209,Sean Jenkins,0.4308517987799901]
[3048478133,Bo,0.43071977228227987]
[967206289200893952,lucifer,0.4306878872907868]
[2537376181,jai,0.43058781251915756]
[712629777778286592,Sofia,0.4301739548473503]
[1611835189,ea,0.4301345461847894]
[4406106197,Grim,0.43000766849795613]
[3292265562,Ky🦋,0.4299024357200402]
[2738207662,iona,0.4295911174587214]
[426481998,🌙,0.4295750781937441]
[722455749259997185,bri’anna ✨,0.4295697293686528]
[2544042886,Marilyn Fox,0.4292375830376179]
[35445667,Rocky Mountain Guy,0.42890599527604345]
[3298025130,𝑩𝒂𝒃𝒆🦖,0.4288991309343067]
[988284526236332032,Always_Xiu❤4U🌼AprilFlower🌻,0.4288753838604914]
[2763354278,Andriana,0.42879553880451327]
[460649334,2ndpaigestudio,0.4286761799480799]
[774127554,BobSmithWalker 45%,0.4283456269125102]
[1099890088450772993,Cintya Risqi Azalia,0.42822549547001365]
[1060338756396478464,Camara Alissa,0.4282187648350182]
[2323272115,Foodie,0.4280156282550559]
[976598945697845249,sad bitches only,0.42779990692494907]
[2987554720,wendy butcher,0.42768618254464696]
[180506330,Cliff A Robinson,0.42755890301966704]
[862515403947253761,Yan with luv 💜,0.4273861310334225]
[2873109616,March 9th 😈,0.4273572883551997]
[2314814118,SUGAism🔥🎴🔞AU ✍ PERSONA,0.42713047386874103]
[2309436429,Crepappi,0.42702894426559485]
[1048854844469989376,아미💜,0.4269874553385237]
[16065980,ColumbiaAlumniAssoc,0.4267288844601916]
[263706975,Eppie Fokkema,0.4267198001963215]
[368487001,Kris,0.42670114885965454]
[127839157,Vegan Chat Room Ⓥ,0.42637390072612247]
[1007788140415746048,sheila with luv 🌻 | see pinned !,0.4260557273920736]
[499071123,Sassy Stitches,0.4260471984586413]
[884477326334885890,Bárðarbunga,0.42601086422170836]
[878210468124532736,Rosita 🌺,0.426002582510186]
[24767057,Cristel Brouwer,0.42595048008125935]
[3029272847,Kyle Guy,0.4257210406557312]
[2257292198,Style Encore- Stuart,0.42564011935531215]
[1075459331389313026,Raegan,0.42563806458360887]
[3053060144,Nguyễn Thành Nam,0.42538687436241196]
[1369547142,doriii,0.42531485923043166]
[969587376,ky,0.4252219263130834]
[3030909573,League VT Writers,0.4249901397057158]
[190295498,Giovanni Deraedt,0.4248690507278714]
[405792050,ray,0.4246142348350014]
[800991078539292672,Provinciale domeinen,0.42456380216609957]
[368074278,Christa.,0.4245452534155145]
[1078440004387594241,T 🥀,0.4242219928254192]
[979357240762224640,Sɑturno ♡,0.42400082791674026]
[2493791130,GhoulBoi 👽😈,0.4239078920181328]
[3259250793,Niamá 🦋,0.4238814534520974]
[2464779007,NAVY,0.42384464355145735]
[484387531,damien ⚡️,0.4236608974006435]
[2220032863,........,0.4234984694259742]
[902755354215407616,I,0.4233394622816333]
[981544415994044416,Shura Hashmi,0.42307808202436087]
[464615450,motta giuseppe col cuore,0.4230185575929831]
[23950862,Dorien,0.4228465767290331]
[3265889125,victoria,0.4226981819874091]
[850573722,russeljuanf,0.4225268419127567]
[978652307519762436,Sheridan🐻💙☘️,0.42237833412224574]
[916759183,terrie (next solo),0.4223277077336112]
[1092252940704845824,mira,0.4221968651680568]
[790266041293242368,데보라💜 BOY WITH LUV🍭,0.42208220551381703]
[844673238,JOWE,0.42200870829848897]
[2148803006,Thyra Lind / Hanna Swillerman,0.42197797882138033]
[63135659,TERM LIMITS!,0.4216991861986225]
[3430491569,Andrea,0.4216902329369173]
[849630001918078976,sad_Way|Gerard / Jimin,0.4216761014927068]
[631635976,Bri,0.4215873533092592]
[1051333471669506048,alexis ✌︎,0.4215037883306602]
[898162848299442176,Somaly see BTS the 7th of June😍,0.4212708817235201]
[716860339183362049,Chad 🇵🇭,0.4210859635737615]
[797366578220244992,Rachel Morrison,0.42105482575613656]
[770279654989111297,Go-Kids Eindhoven,0.42099681219362156]
[81230102,tumbleweedB,0.4209388872524166]
[3172311223,ari,0.4209209781238571]
[963049879516925953,𝙷𝚘𝚜𝚎𝚘𝚔 ᵃᵏᵃ 𝙶𝚘𝚍 ☀  ~ 💜,0.4208229763504201]
[929745133607833600,sheila💖PERSONA ✈️ BTS IN METLIFE,0.4207070931674281]
[125602174,DeOnderwijssp'en,0.42044590370520935]
[131595244,monyiinye,0.4203926710940905]
[1243754462,🐀BASTARD,0.42038011644143514]
[271680308,▼ XTC ▼,0.4201634064226832]
[469528416,Christina ♡,0.420050701277819]
[2843982298,Eoin Murray,0.4198499421079375]
[985217894597480448,Seα🥥,0.4197357123175162]
[146418426,IJsselmeervogels,0.4196569035348345]
[1095428851348529152,Rick De Jonge,0.419629406575165]
[876304668,Shay,0.4194231159829213]
[988977506,Old Barracks Museum,0.41911102600807276]
[1099883662420500481,Calya Salsabila,0.41902242240192683]
[21302218,Joe Russo,0.41899808039169917]
[1278844303,Myranda,0.41888160875277425]
[2452203384,sycamore girl,0.41868685174332837]
[364810643,Ivo Kersten,0.4185229277389324]
[925683142312235008,David Cottila,0.4180303931530423]
[755463637389705217,Melissa Balk,0.41793874032845874]
[935552428610535424,kim!,0.41791878435352814]
[1085466052761399297,Martin,0.41789258389667394]
[365255804,Stef.,0.41789240605016453]
[2188069343,laura with luv,0.41783203476439335]
[216522738,A.,0.4178071932602761]
[1095127907427594240,Vinten.co,0.4177281871257734]
[1115615211233337344,samikshya hamal,0.41757152315460266]
[1090652779763265536,ACN Painting LLC,0.41751800521271476]
[176864816,Joseph Duarte,0.41730819360897087]
[1003454090494373888,Exocentric_77 🍀,0.4172639491775899]
[3440321116,maddy 🌙🦇,0.41709875133755736]
[426656492,Manab meche,0.4170452582350883]
[3771843862,Eco Companion UK,0.4168806970521436]
[1227766058,Goshen College Tennis,0.4167918840081404]
[435085059,Lars-Gunnar Heineman,0.41669119489010914]
[1025519204831641600,Gail Cruse,0.4164855077388042]
[813327281154244609,Yeontan 🐶,0.4164065795031041]
[286329909,HostelTraveler.com,0.4163097767220522]
[1425848485,Ryan Cook,0.4162775370382602]
[960861633584271360,Globetrotter Avenue 🏞️,0.416218762699113]
[968941561743585281,The Real Lc  #BeatsByLc 🥁,0.41603045825844986]
[840336888640737280,Valeria,0.4159720673826269]
[2155435352,Scott Andera,0.41593601503741134]
[3031679120,𝔩𝔞𝔲𝔯𝔢𝔩,0.41592279661261683]
